code_hs	designation	unite_us	taux_dd	categorie	statut
9305.91.11.00	---- Mécanismes de mise à feu	kg	10.00	2	actif
9305.91.12.00	---- Carcasses	kg	10.00	2	actif
9305.91.13.00	---- Canons	kg	10.00	2	actif
9305.91.14.00	---- Pistons, tenons de verrouillage et amortisseurs à gaz	kg	10.00	2	actif
9305.91.15.00	---- Chargeurs et leurs parties	kg	10.00	2	actif
9305.91.16.00	---- Silencieux (dispositifs amortisseurs du bruit de la détonation) et leurs parties	kg	10.00	2	actif
9305.91.17.00	---- Dispositifs anti-lueur et leurs parties	kg	10.00	2	actif
9305.91.18.00	---- Culasses, verrous (platines) et boîtes de culasse	kg	10.00	2	actif
9305.91.19.00	---- Autres	kg	10.00	2	actif
9305.91.90.00	--- Autres	kg	10.00	2	actif
9305.99.00.00	-- Autres Bombes, grenades, torpilles, mines, missiles, cartouches et autres munitions et projectiles, et leurs parties, y compris les chevrotines, plombs de chasse et bourres pour cartouches. - Cartouches pour fusils ou carabines à canon lisse et leurs parties; plombs pour carabines à air comprimé :	kg	10.00	2	actif
9306.21.00.00	-- Cartouches -- Autres :	kg	20.00	3	actif
9306.29.10.00	--- Parties de cartouche	kg	10.00	2	actif
9306.29.90.00	--- Autres - Autres cartouches et leurs parties :	kg	20.00	3	actif
9306.30.10.00	-- Cartouches	kg	20.00	3	actif
9306.30.90.00	-- Autres	kg	10.00	2	actif
9306.90.00.00	- Autres	kg	20.00	3	actif
9307.00.00.00	Sabres, épées, baïonnettes, lances et autres armes blanches, leurs parties et leurs fourreaux.	kg	20.00	3	actif
9401.10.00.00	- Sièges des types utilisés pour véhicules aériens	u	20.00	3	actif
9401.20.00.00	- Sièges des types utilisés pour véhicules automobiles - Sièges pivotants, ajustables en hauteur :	u	20.00	3	actif
9401.31.00.00	-- En bois	u	20.00	3	actif
9401.39.00.00	-- Autres - Sièges autres que le matériel de camping ou de jardin, transformables en lits :	u	20.00	3	actif
9401.41.00.00	-- En bois	u	20.00	3	actif
9401.49.00.00	-- Autres - Sièges en rotin, en osier, en bambou ou en matières similaires :	u	20.00	3	actif
9401.52.00.00	-- En bambou	u	20.00	3	actif
9401.53.00.00	-- En rotin	u	20.00	3	actif
9401.59.00.00	-- Autres - Autres sièges, avec bâti en bois :	u	20.00	3	actif
9401.61.00.00	-- Rembourrés	u	20.00	3	actif
9401.69.00.00	-- Autres - Autres sièges, avec bâti en métal :	u	20.00	3	actif
9401.71.00.00	-- Rembourrés	u	20.00	3	actif
9401.79.00.00	-- Autres	u	20.00	3	actif
9401.80.00.00	- Autres sièges - Parties :	u	20.00	3	actif
9401.91.10.00	--- Rembourrés	kg	10.00	2	actif
9401.91.90.00	--- Autres	kg	10.00	2	actif
9401.99.10.00	--- Rembourrés	kg	10.00	2	actif
9401.99.90.00	--- Autres Mobilier pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire (tables d'opération, tables d'examen, lits à mécanisme pour usages cliniques, fauteuils de dentistes, par exemple); fauteuils pour salons de coiffure et fauteuils similaires, avec dispositif à la fois d'orientation et d'élévation; parties de ces articles. - Fauteuils de dentistes, fauteuils pour	kg	10.00	2	actif
9402.10.10.00	-- Fauteuils de dentistes et leurs parties	kg	5.00	1	actif
9402.10.90.00	-- Autres	kg	20.00	3	actif
9402.90.00.00	- Autres Autres meubles et leurs parties.	kg	5.00	1	actif
9403.10.00.00	- Meubles en métal des types utilisés dans les bureaux	kg	20.00	3	actif
9403.20.00.00	- Autres meubles en métal	kg	20.00	3	actif
9403.30.00.00	- Meubles en bois des types utilisés dans les bureaux	u	20.00	3	actif
9403.40.00.00	- Meubles en bois des types utilisés dans les cuisines	u	20.00	3	actif
9403.50.00.00	- Meubles en bois des types utilisés dans les chambres à coucher	u	20.00	3	actif
9403.60.00.00	- Autres meubles en bois - Meubles en matières plastiques :	u	20.00	3	actif
9403.70.10.00	-- Trotte-bébé	kg	20.00	3	actif
9403.70.90.00	-- Autres - Meubles en autres matières, y compris le rotin, l'osier, le bambou ou les matières similaires :	kg	20.00	3	actif
9403.82.00.00	-- En bambou	kg	20.00	3	actif
9403.83.00.00	-- En rotin	kg	20.00	3	actif
9403.89.00.00	-- Autres - Parties :	kg	20.00	3	actif
9403.91.00.00	-- En bois	kg	10.00	2	actif
9403.99.00.00	-- Autres Sommiers; articles de literie et articles similaires (matelas, couvre-pieds, édredons, coussins, poufs, oreillers, par exemple) comportant des ressorts ou bien rembourrés ou garnis intérieurement de toutes matières, y compris ceux en caoutchouc alvéolaire ou en matières plastiques alvéolaires, recouverts ou non.	kg	10.00	2	actif
9404.10.00.00	- Sommiers - Matelas :	kg	20.00	3	actif
9404.21.00.00	-- En caoutchouc alvéolaire ou en matières plastiques alvéolaires, recouverts ou non	u	20.00	3	actif
9404.29.00.00	-- En autres matières	u	20.00	3	actif
9404.30.00.00	- Sacs de couchage	u	20.00	3	actif
9404.40.00.00	- Couvre-pieds, couvre-lits, édredons et couettes	u	20.00	3	actif
9404.90.00.00	- Autres	kg	20.00	3	actif
9405.11.00.00	-- Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)	kg	20.00	3	actif
9405.19.00.00	-- Autres - Lampes de table, lampes de bureau, lampes de chevet et lampadaires d'intérieur, électriques :	kg	20.00	3	actif
9405.21.00.00	-- Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED) -- Autres - Guirlandes électriques des types utilisés pour les arbres de Noël :	kg	20.00	3	actif
9405.31.00.00	-- Conçues pour être utilisées uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)	kg	20.00	3	actif
9405.39.00.00	-- Autres - Autres luminaires et appareils d'éclairage électriques :	kg	20.00	3	actif
9405.41.00.00	-- Photovoltaïques, conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)	kg	10.00	2	actif
9405.42.00.00	-- Autres, conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)	kg	10.00	2	actif
9405.49.00.00	-- Autres - Luminaires et appareils d'éclairage non électriques :	kg	10.00	2	actif
9405.50.10.00	-- Lampes-tempêtes	kg	20.00	3	actif
9405.50.20.00	-- Lanternes à pression de pétrole	kg	20.00	3	actif
9405.50.90.00	-- Autres - Lampes-réclames, enseignes lumineuses, plaques indicatrices lumineuses et articles similaires :	kg	20.00	3	actif
9405.61.00.00	-- Conçus pour être utilisés uniquement avec des sources lumineuses à diodes	kg	10.00	2	actif
9405.69.00.00	-- Autres Constructions préfabriquées.	kg	10.00	2	actif
9406.10.00.00	- En bois	kg	20.00	3	actif
9406.20.00.00	- Unités de construction modulaires en acier	kg	20.00	3	actif
9406.90.00.00	- Autres	kg	20.00	3	actif
9503.00.00.00	Tricycles, trottinettes, autos à pédales et jouets à roues similaires; landaus et poussettes pour poupées; poupées; autres jouets ; modèles réduits et modèles similaires pour le divertissement, animés ou non; puzzles de tout genre. Consoles et machines de jeux vidéo, jeux de `société, y compris les jeux à moteur ou à mouvement, les billards, les tables spéciales pour jeux de casino, les jeux de quilles automatiques (bowlings, par exemple), les jeux fonctionnant par l'introduction d'une pièce de monnaie, d'un billet de banque, d'une carte bancaire, d'un jeton ou par tout autre moyen de paiement.	kg	20.00	3	actif
9504.20.00.00	- Billards de tout genre et leurs accessoires	kg	20.00	3	actif
9504.30.00.00	- Autres jeux fonctionnant par l'introduction d'une pièce de monnaie, d'un billet de banque, d'une carte bancaire, d'un jeton ou par tout autre moyen de paiement, à l'exclusion des jeux de quilles automatiques (bowlings)	u	20.00	3	actif
9504.40.00.00	- Cartes à jouer	u	20.00	3	actif
9504.50.00.00	- Consoles et machines de jeux vidéo, autres que celles du n° 9504.	kg	20.00	3	actif
9504.90.00.00	- Autres Articles pour fêtes, carnaval ou autres divertissements, y compris les articles de magie et articles-surprises.	u	20.00	3	actif
9505.10.00.00	- Articles pour fêtes de Noël	kg	20.00	3	actif
9505.90.00.00	- Autres Articles et matériel pour la culture physique, la gymnastique, l'athlétisme, les autres sports (y compris le tennis de table) ou les jeux de plein	kg	20.00	3	actif
9506.11.00.00	-- Skis	2u	20.00	3	actif
9506.12.00.00	-- Fixations pour skis	kg	20.00	3	actif
9506.19.00.00	-- Autres	kg	20.00	3	actif
9506.21.00.00	-- Planches à voile	u	20.00	3	actif
9506.29.00.00	-- Autres - Clubs de golf et autre matériel pour le golf :	u	20.00	3	actif
9506.31.00.00	-- Clubs complets	u	20.00	3	actif
9506.32.00.00	-- Balles	u	20.00	3	actif
9506.39.00.00	-- Autres	kg	20.00	3	actif
9506.40.00.00	- Articles et matériel pour le tennis de table - Raquettes de tennis, de badminton ou similaires, même non cordées :	kg	20.00	3	actif
9506.51.00.00	-- Raquettes de tennis, même non cordées	u	20.00	3	actif
9506.59.00.00	-- Autres - Ballons et balles, autres que les balles de golf ou de tennis de table :	u	20.00	3	actif
9506.61.00.00	-- Balles de tennis	u	20.00	3	actif
9506.62.00.00	-- Gonflables	u	20.00	3	actif
9506.69.00.00	-- Autres	u	20.00	3	actif
9506.70.00.00	- Patins à glace et patins à roulettes, y compris les chaussures auxquelles sont fixés des patins - Autres :	2u	20.00	3	actif
9506.91.00.00	-- Articles et matériel pour la culture physique, la gymnastique ou l'athlétisme	kg	20.00	3	actif
9506.99.00.00	-- Autres Cannes à pêche, hameçons et autres articles pour la pêche à la ligne; épuisettes pour tous usages; leurres (autres que ceux des n°s 92.08 ou 97.05) et articles de chasse similaires.	u	20.00	3	actif
9507.10.00.00	- Cannes à pêche	u	5.00	1	actif
9507.20.00.00	- Hameçons, même montés sur avançons	kg	5.00	1	actif
9507.30.00.00	- Moulinets pour la pêche	u	5.00	1	actif
9507.90.00.00	- Autres Cirques ambulants et ménageries ambulantes; manèges pour parcs de loisirs et attractions de parcs aquatiques; attractions foraines, y compris les stands de tir; théâtres ambulants.	u	5.00	1	actif
9508.10.00.00	- Cirques ambulants et ménageries ambulantes - Manèges pour parcs de loisirs et attractions de parcs aquatiques :	kg	20.00	3	actif
9508.21.00.00	-- Montagnes russes	kg	20.00	3	actif
9508.22.00.00	-- Carrousels, balançoires et manèges	kg	20.00	3	actif
9508.23.00.00	-- Autos tamponneuses	kg	20.00	3	actif
9508.24.00.00	-- Simulateurs de mouvements et cinémas dynamiques	kg	20.00	3	actif
9508.25.00.00	-- Manèges aquatiques	kg	20.00	3	actif
9508.26.00.00	-- Attractions de parcs aquatiques	kg	20.00	3	actif
9508.29.00.00	-- Autres	kg	20.00	3	actif
9508.30.00.00	- Attractions foraines	kg	20.00	3	actif
9508.40.00.00	- Théâtres ambulants	kg	20.00	3	actif
9601.10.00.00	- Ivoire travaillé et ouvrages en ivoire	kg	20.00	3	actif
9601.90.00.00	- Autres	kg	20.00	3	actif
9602.00.00.00	Matières végétales ou minérales à tailler, travaillées, et ouvrages en ces matières; ouvrages moulés ou taillés en cire, en paraffine, en stéarine, en gommes ou résines naturelles, en pâtes à modeler, et autres ouvrages moulés ou taillés, non dénommés ni compris ailleurs; gélatine non durcie travaillée, autre que celle du n° 35.03, et ouvrages en gélatine non durcie.	kg	20.00	3	actif
9603.10.00.00	Balais et balayettes consistant en brindilles ou végétales en bottes liées, emmanchés Brosses à dents, brosses et pinceaux à barbe, à à cils ou à ongles et autres brosses pour la toilette personnes, y compris ceux constituant des parties :	u	20.00	3	actif
9603.21.00.00	Brosses à dents, y compris les brosses à dentiers	u	20.00	3	actif
9603.29.00.00	Autres Pinceaux et brosses pour artistes, pinceaux à écrire similaires pour l'application des produits :	u	20.00	3	actif
9603.30.10.00	Pinceaux et brosses pour artitstes et pinceaux à	u	20.00	3	actif
9603.30.90.00	Autres	u	20.00	3	actif
9603.40.00.00	Brosses et pinceaux à peindre, à badigeonner, à ou similaires (autres que les pinceaux du 9603.30); tampons et rouleaux à peindre	u	20.00	3	actif
9603.50.00.00	Autres brosses constituant des parties de d'appareils ou de véhicules	u	20.00	3	actif
9603.90.00.00	Autres	u	20.00	3	actif
9604.00.00.00	et cribles, à main.	u	20.00	3	actif
9605.00.00.00	de voyage pour la toilette des personnes, ou le nettoyage des chaussures ou des vêtements. et boutons-pression; formes pour boutons et de boutons ou de boutons-pression; ébauches	u	20.00	3	actif
9606.10.00.00	Boutons-pression et leurs parties Boutons :	kg	20.00	3	actif
9606.21.00.00	En matières plastiques, non recouverts de textiles	kg	20.00	3	actif
9606.22.00.00	En métaux communs, non recouverts de matières	kg	20.00	3	actif
9606.29.00.00	Autres	kg	20.00	3	actif
9606.30.00.00	Formes pour boutons et autres parties de boutons; de boutons	kg	20.00	3	actif
9607.11.00.00	Avec agrafes en métaux communs	kg	20.00	3	actif
9607.19.00.00	Autres	kg	20.00	3	actif
9607.20.00.00	Parties et crayons à bille; stylos et marqueurs à mèche ou à autres pointes poreuses; stylos à plume et stylets pour duplicateurs; porte-mine; porte-plume, et articles similaires; parties (y compris et les agrafes) de ces articles, à l'exclusion du n° 96.09.	kg	10.00	2	actif
9608.10.00.00	Stylos et crayons à bille	u	20.00	3	actif
9608.20.00.00	Stylos et marqueurs à mèche feutre ou à autres poreuses	u	20.00	3	actif
9608.30.00.00	Stylos à plume et autres stylos	u	20.00	3	actif
9608.40.00.00	Porte-mine	u	20.00	3	actif
9608.50.00.00	Assortiments d'articles relevant d'au moins deux précitées	u	20.00	3	actif
9608.60.00.00	Cartouches de rechange pour stylos ou crayons associées à leur pointe Autres :	u	20.00	3	actif
9608.91.00.00	Plumes à écrire et becs pour plumes Autres :	u	10.00	2	actif
9608.99.10.00	Têtes à bille	kg	5.00	1	actif
9608.99.90.00	Autres (autres que les crayons du n° 96.08), mines, fusains, craies à écrire ou à dessiner et craies	kg	20.00	3	actif
9609.10.00.00	Crayons à gaine	kg	20.00	3	actif
9609.20.00.00	Mines pour crayons ou porte-mine	kg	20.00	3	actif
9609.90.00.00	Autres	kg	20.00	3	actif
9610.00.00.00	et tableaux pour l'écriture ou le dessin, même	kg	20.00	3	actif
9611.00.00.00	cachets, numéroteurs, timbres et articles similaires compris les appareils pour l'impression d'étiquettes), composteurs et imprimeries comportant des à main. encreurs pour machines à écrire et rubans encreurs encrés ou autrement préparés en vue de laisser empreintes, même montés sur bobines ou en tampons encreurs même imprégnés, avec	kg	20.00	3	actif
9612.10.00.00	Rubans encreurs	u	20.00	3	actif
9612.20.00.00	Tampons encreurs et allumeurs (à l'exclusion des allumeurs du 36.03), même mécaniques ou électriques, et leurs que les pierres et les mèches.	u	20.00	3	actif
9613.10.00.00	Briquets de poche, à gaz, non rechargeables	u	20.00	3	actif
9613.20.00.00	Briquets de poche, à gaz, rechargeables	u	20.00	3	actif
9613.80.00.00	Autres briquets et allumeurs	u	20.00	3	actif
9613.90.00.00	Parties	kg	20.00	3	actif
9614.00.00.00	(y compris les têtes de pipes), fume-cigare et fume- et leurs parties. à coiffer, peignes de coiffure, barrettes et articles épingles à cheveux; pince-guiches, bigoudis et articles similaires pour la autres que ceux du n° 85.16, et leurs parties. Peignes à coiffer, peignes de coiffure, barrettes similaires :	kg	20.00	3	actif
9615.11.00.00	En caoutchouc durci ou en matières plastiques	kg	20.00	3	actif
9615.19.00.00	Autres	kg	20.00	3	actif
9615.90.00.00	Autres de toilette, leurs montures et têtes de houppes et houppettes à poudre ou pour d'autres cosmétiques ou produits de toilette.	kg	20.00	3	actif
9616.10.00.00	Vaporisateurs de toilette, leurs montures et têtes	kg	20.00	3	actif
9616.20.00.00	Houppes et houppettes à poudre ou pour d'autres cosmétiques ou produits de toilette	kg	20.00	3	actif
9617.00.00.00	isolantes et autres récipients montés, dont l'isolation est assurée par ainsi que leurs parties (à l'exclusion des ampoules	kg	20.00	3	actif
9618.00.00.00	et articles similaires; automates et scènes pour étalages. et tampons hygiéniques, couches, langes et similaires, en toutes matières.	kg	20.00	3	actif
9619.00.10.00	Serviettes et tampons hygiéniques, y compris les similaires	kg	20.00	3	actif
9619.00.21.00	Couches et langes pour bébés	kg	20.00	3	actif
9619.00.22.00	Couches pour adultes	kg	20.00	3	actif
9619.00.29.00	Autres	kg	20.00	3	actif
9620.00.00.00	les bipieds, les trépieds et articles	kg	20.00	3	actif
9701.21.00.00	-- Tableaux, peintures et dessins	u	20.00	3	actif
9701.22.00.00	-- Mosaïques	u	20.00	3	actif
9701.29.00.00	-- Autres - Autres :	u	20.00	3	actif
9701.91.00.00	-- Tableaux, peintures et dessins	u	20.00	3	actif
9701.92.00.00	-- Mosaïques	u	20.00	3	actif
